

39 14, 0.2457
39 15, 0.2452
39 16, 0.2506
39 10, 0.2424
39 11, 0.2455
39 12, 0.2525
3 44, 0.2457
3 46, 0.2481
3 45, 0.2581
39 19, 0.2512
39 18, 0.2487
39 17, 0.2444
6 19, 0.2461
36 47, 0.2384
36 48, 0.2537
6 17, 0.2472
36 49, 0.2492
6 18, 0.2487
43 20, 0.2498
43 10, 0.2466
6 12, 0.2524
6 11, 0.2515
36 50, 0.2466
43 11, 0.2504
43 12, 0.2532
6 10, 0.2414
43 13, 0.2597
43 14, 0.2529
6 16, 0.2514
43 15, 0.2515
6 15, 0.2527
43 16, 0.2512
6 14, 0.2536
43 17, 0.2486
6 13, 0.2563
43 18, 0.2457
39 26, 0.2462
39 27, 0.2482
43 19, 0.2517
39 24, 0.2485
39 25, 0.2444
3 47, 0.239
39 22, 0.2545
3 48, 0.2491
39 23, 0.2391
39 20, 0.2434
3 49, 0.2459
39 21, 0.2451
43 30, 0.2477
43 31, 0.2482
3 30, 0.2459
33 25, 0.2515
3 31, 0.2457
33 24, 0.2525
33 23, 0.2471
33 22, 0.252
33 29, 0.2551
33 28, 0.2528
3 32, 0.2493
33 27, 0.2532
33 26, 0.2506
33 31, 0.2451
33 32, 0.2468
43 29, 0.2539
33 30, 0.2478
43 28, 0.2523
6 46, 0.2477
43 27, 0.2567
6 47, 0.2458
6 48, 0.2506
43 26, 0.2501
6 49, 0.254
43 25, 0.2495
43 24, 0.2493
43 23, 0.2474
43 22, 0.2565
6 44, 0.2511
43 21, 0.2532
6 45, 0.2577
43 40, 0.2508
43 41, 0.2512
43 42, 0.2509
33 34, 0.2587
3 20, 0.2464
3 21, 0.2498
33 38, 0.2497
33 37, 0.2483
33 39, 0.2466
33 40, 0.2466
33 41, 0.2522
33 42, 0.2548
33 43, 0.2541
43 32, 0.2446
6 31, 0.2491
6 32, 0.242
43 50, 0.254
3 12, 0.2501
3 13, 0.2528
33 49, 0.2533
3 10, 0.2456
3 11, 0.2486
33 48, 0.2519
33 47, 0.2425
33 46, 0.2521
33 45, 0.255
33 44, 0.2536
3 19, 0.2481
3 18, 0.2514
3 17, 0.2474
33 50, 0.2492
3 16, 0.2497
3 15, 0.2473
3 14, 0.2498
39 50, 0.2491
43 46, 0.2449
43 45, 0.255
43 44, 0.2501
43 49, 0.2521
43 48, 0.2525
43 47, 0.2423
43 9, 0.252
43 5, 0.2424
43 6, 0.2505
43 7, 0.251
43 8, 0.2476
43 1, 0.2531
43 2, 0.2495
43 3, 0.2477
43 4, 0.2482
39 1, 0.2469
6 50, 0.2509
39 6, 0.2474
47 10, 0.2424
39 7, 0.2396
39 8, 0.2398
39 9, 0.2449
4 50, 0.2417
39 2, 0.2451
39 3, 0.2477
39 4, 0.2449
39 5, 0.2433
4 31, 0.2481
29 50, 0.2463
25 50, 0.2499
4 45, 0.2542
4 44, 0.2427
7 18, 0.2454
4 47, 0.2401
7 19, 0.2463
4 46, 0.2518
31 15, 0.2492
7 13, 0.2503
31 16, 0.2465
7 12, 0.2426
31 13, 0.2518
7 11, 0.2409
7 10, 0.2409
31 14, 0.2473
4 48, 0.2496
48 10, 0.2433
31 11, 0.2455
7 17, 0.2467
4 49, 0.2496
7 16, 0.246
31 12, 0.2524
7 15, 0.2435
7 14, 0.246
31 10, 0.2423
25 47, 0.2444
31 19, 0.247
25 48, 0.2469
25 49, 0.2511
31 17, 0.2473
31 18, 0.2486
4 10, 0.2418
4 14, 0.2475
4 13, 0.2571
4 12, 0.2514
4 11, 0.2497
4 17, 0.2424
31 20, 0.251
31 21, 0.2484
4 18, 0.2486
4 15, 0.2506
4 16, 0.2466
7 21, 0.242
4 19, 0.2528
7 20, 0.2493
22 2, 0.2533
22 3, 0.2554
22 1, 0.2609
22 6, 0.2546
22 7, 0.2539
22 4, 0.2583
22 5, 0.2492
4 21, 0.2469
22 8, 0.2541
22 9, 0.2553
4 20, 0.2497
7 32, 0.2413
7 31, 0.247
7 30, 0.2459
35 13, 0.2512
35 14, 0.2491
31 50, 0.242
35 15, 0.2461
35 16, 0.2495
35 17, 0.2438
35 18, 0.25
35 19, 0.2526
25 21, 0.2528
25 20, 0.2537
42 30, 0.2499
42 23, 0.2436
42 22, 0.2585
42 21, 0.2553
25 19, 0.2498
25 18, 0.2527
42 20, 0.2513
25 17, 0.25
42 27, 0.2532
25 16, 0.2524
42 26, 0.2527
25 15, 0.2487
42 25, 0.2478
25 14, 0.2515
42 24, 0.2552
31 47, 0.2445
48 44, 0.2521
31 46, 0.248
48 45, 0.2542
31 49, 0.2454
48 46, 0.2491
42 29, 0.2523
42 28, 0.254
31 48, 0.2506
48 47, 0.2472
35 21, 0.2481
35 20, 0.2487
18 50, 0.2472
35 23, 0.2534
31 45, 0.2549
31 44, 0.2471
35 22, 0.261
44 50, 0.2477
25 10, 0.2427
25 11, 0.2511
25 12, 0.2511
25 13, 0.2546
10 50, 0.2445
42 10, 0.2471
18 46, 0.2473
18 45, 0.2511
48 50, 0.2482
18 44, 0.2472
42 12, 0.2566
42 11, 0.2517
42 14, 0.2499
42 13, 0.256
18 49, 0.2501
42 16, 0.2519
18 48, 0.2503
18 47, 0.2454
42 15, 0.2499
44 47, 0.2403
42 18, 0.2559
44 46, 0.2429
42 17, 0.2495
4 8, 0.2465
42 19, 0.2534
4 9, 0.2518
35 12, 0.2496
35 11, 0.2442
35 10, 0.2499
35 39, 0.247
35 36, 0.2517
35 37, 0.2523
35 38, 0.2505
42 50, 0.243
25 45, 0.2532
25 46, 0.2511
25 44, 0.2468
42 49, 0.2545
42 48, 0.2528
42 47, 0.2426
42 46, 0.2513
42 45, 0.2579
42 44, 0.2492
35 43, 0.2512
35 42, 0.2484
35 45, 0.2531
35 44, 0.2467
35 41, 0.2518
35 40, 0.2491
35 28, 0.2526
35 29, 0.25
35 26, 0.2519
35 27, 0.2538
31 8, 0.2412
35 24, 0.2522
31 9, 0.2494
35 25, 0.2513
42 40, 0.2548
25 30, 0.2497
25 31, 0.2515
42 41, 0.2482
25 32, 0.2459
25 26, 0.2507
25 28, 0.2509
25 27, 0.2556
42 32, 0.2485
42 31, 0.2491
25 29, 0.2542
35 34, 0.2547
35 33, 0.2537
35 32, 0.2479
35 31, 0.2453
35 30, 0.2506
37 30, 0.2464
46 10, 0.248
37 32, 0.2486
37 31, 0.2496
18 12, 0.2517
18 13, 0.2585
18 10, 0.243
18 11, 0.252
18 16, 0.2465
18 14, 0.2501
18 15, 0.2502
37 26, 0.2539
37 27, 0.2545
37 28, 0.254
37 29, 0.2466
37 43, 0.2533
37 42, 0.2513
35 50, 0.246
37 41, 0.2484
37 40, 0.2465
37 47, 0.2476
37 46, 0.2491
37 45, 0.258
37 44, 0.2482
20 10, 0.2449
35 47, 0.2455
35 46, 0.2518
35 49, 0.2567
37 38, 0.2588
35 48, 0.2561
22 10, 0.2492
37 50, 0.2476
37 48, 0.2524
37 49, 0.2537
18 20, 0.2488
18 21, 0.2493
41 7, 0.2447
41 8, 0.2505
41 9, 0.2519
41 3, 0.2444
41 4, 0.251
41 5, 0.2453
41 6, 0.2475
29 15, 0.2525
7 45, 0.2502
7 46, 0.2401
29 14, 0.2496
29 17, 0.2479
29 16, 0.2491
7 44, 0.2433
46 50, 0.2512
7 49, 0.2459
29 11, 0.2523
29 10, 0.2445
29 13, 0.253
7 47, 0.2416
7 48, 0.2448
29 12, 0.2503
29 6, 0.2506
29 5, 0.2475
29 8, 0.2466
29 7, 0.247
29 2, 0.2554
29 1, 0.249
29 4, 0.2473
29 3, 0.2524
41 2, 0.2443
41 1, 0.2472
29 20, 0.2524
25 9, 0.2493
7 50, 0.2469
25 7, 0.2484
25 8, 0.2487
25 5, 0.2426
25 6, 0.2534
16 20, 0.2459
25 3, 0.2497
25 4, 0.2477
25 1, 0.2515
16 21, 0.2483
25 2, 0.2514
29 9, 0.2541
29 21, 0.2503
27 2, 0.2546
27 1, 0.2571
6 9, 0.2524
6 8, 0.2459
29 18, 0.2492
6 5, 0.2473
6 4, 0.2501
29 19, 0.2536
27 9, 0.2551
27 8, 0.2522
27 7, 0.2504
27 6, 0.257
27 5, 0.2476
27 4, 0.251
27 3, 0.2497
16 50, 0.2474
20 50, 0.2477
29 31, 0.2498
29 30, 0.2483
37 11, 0.2473
37 12, 0.261
29 32, 0.2447
37 13, 0.2534
37 14, 0.248
37 10, 0.2459
33 8, 0.2479
33 9, 0.2542
16 49, 0.2505
33 1, 0.2488
20 44, 0.2509
33 2, 0.2512
20 45, 0.2585
33 3, 0.2523
20 46, 0.2495
33 4, 0.2489
33 5, 0.2422
20 47, 0.2414
20 48, 0.2489
33 6, 0.2495
20 49, 0.2485
33 7, 0.247
29 46, 0.2469
16 46, 0.2467
37 24, 0.2539
29 45, 0.2581
16 45, 0.2527
37 25, 0.2507
29 44, 0.25
37 22, 0.2544
16 48, 0.2523
37 23, 0.2467
16 47, 0.2486
37 20, 0.2511
37 21, 0.2509
29 49, 0.2462
29 48, 0.2537
16 44, 0.2501
29 47, 0.2443
37 19, 0.2557
37 18, 0.2523
37 17, 0.246
37 16, 0.2534
37 15, 0.248
30 18, 0.2536
34 21, 0.2594
30 19, 0.2501
34 22, 0.2641
30 16, 0.2502
30 17, 0.2489
34 20, 0.2577
27 49, 0.2591
30 10, 0.2442
5 14, 0.2377
30 11, 0.2461
5 15, 0.2422
5 12, 0.2478
5 13, 0.2536
30 14, 0.253
5 10, 0.2399
5 11, 0.2409
30 15, 0.2491
30 12, 0.248
30 13, 0.2544
27 50, 0.2537
1 32, 0.2464
5 19, 0.2469
5 18, 0.2465
5 17, 0.2433
1 30, 0.2534
5 16, 0.2451
1 31, 0.2518
34 19, 0.2557
34 18, 0.2566
34 17, 0.2537
34 16, 0.2552
34 15, 0.2506
34 14, 0.2562
34 13, 0.2568
34 12, 0.2571
34 30, 0.2521
34 31, 0.2566
34 32, 0.2508
30 20, 0.251
30 21, 0.2454
1 20, 0.2553
1 21, 0.2539
34 28, 0.2619
34 27, 0.2558
34 29, 0.2563
34 24, 0.2557
34 23, 0.2528
34 26, 0.2563
34 25, 0.2564
27 29, 0.2556
27 28, 0.2557
2 16, 0.2465
40 50, 0.2497
2 15, 0.247
2 14, 0.2487
2 13, 0.2565
2 19, 0.2475
2 18, 0.2504
2 17, 0.2515
40 46, 0.2516
40 47, 0.2438
40 44, 0.2457
40 45, 0.2514
1 50, 0.2467
13 12, 0.2566
2 11, 0.2514
2 12, 0.2537
13 11, 0.2542
13 10, 0.2502
2 10, 0.2432
27 32, 0.2524
27 30, 0.2476
27 31, 0.2527
40 48, 0.2485
40 49, 0.2472
9 10, 0.2524
9 11, 0.243
42 1, 0.255
34 10, 0.2552
34 11, 0.2528
11 47, 0.2451
9 18, 0.2529
9 19, 0.2551
11 46, 0.2448
1 49, 0.2543
13 14, 0.2504
9 16, 0.2499
11 45, 0.2565
9 17, 0.2466
11 44, 0.2488
1 46, 0.251
9 14, 0.2486
9 15, 0.2477
1 45, 0.2546
1 48, 0.249
9 12, 0.2544
11 49, 0.2503
1 47, 0.247
9 13, 0.2587
11 48, 0.2479
11 50, 0.2454
1 44, 0.2503
13 21, 0.2487
2 20, 0.2505
2 21, 0.2478
40 30, 0.25
13 20, 0.2532
40 31, 0.2455
40 32, 0.2435
42 5, 0.2472
42 4, 0.2477
42 3, 0.2543
42 2, 0.2501
27 44, 0.2491
42 9, 0.2518
27 45, 0.26
42 8, 0.25
27 46, 0.2506
42 7, 0.2452
27 47, 0.2434
27 48, 0.2535
42 6, 0.2502
15 45, 0.2559
15 44, 0.2436
15 47, 0.2392
15 46, 0.2457
49 44, 0.2505
49 47, 0.2455
9 20, 0.2494
49 48, 0.2533
49 45, 0.261
49 46, 0.2519
9 21, 0.2504
40 29, 0.2469
40 28, 0.2481
40 27, 0.2503
40 26, 0.2435
40 21, 0.2518
40 20, 0.2435
40 25, 0.2533
40 24, 0.2503
40 23, 0.2438
40 22, 0.2581
40 16, 0.2465
40 15, 0.2429
40 18, 0.2472
40 17, 0.2461
40 19, 0.2497
40 10, 0.2448
40 12, 0.2504
40 11, 0.2465
40 14, 0.2423
40 13, 0.2548
1 18, 0.2542
1 19, 0.2566
9 49, 0.2525
11 12, 0.248
1 16, 0.2507
1 17, 0.2466
9 46, 0.2547
1 14, 0.2502
1 15, 0.2428
9 45, 0.253
15 21, 0.2508
1 12, 0.2463
9 48, 0.2522
15 20, 0.245
1 13, 0.257
9 47, 0.249
34 40, 0.2515
9 44, 0.2476
34 44, 0.2521
34 43, 0.2547
34 42, 0.255
34 41, 0.2532
34 37, 0.255
34 38, 0.2513
34 39, 0.2542
1 11, 0.2513
1 10, 0.2447
24 44, 0.2486
24 45, 0.2532
15 16, 0.2469
11 21, 0.2495
11 20, 0.2426
15 14, 0.2451
15 13, 0.2537
15 12, 0.2522
15 11, 0.2432
15 10, 0.2454
24 49, 0.2529
24 48, 0.254
24 47, 0.2482
24 46, 0.2454
34 50, 0.256
9 50, 0.2502
49 10, 0.2476
36 8, 0.2461
34 45, 0.2621
34 46, 0.2522
36 7, 0.2433
36 6, 0.2447
34 47, 0.2476
36 5, 0.2443
34 48, 0.2557
38 2, 0.2552
34 49, 0.2561
38 1, 0.2541
36 9, 0.2478
38 6, 0.2473
38 5, 0.2466
38 4, 0.2528
38 3, 0.2522
11 10, 0.2459
36 4, 0.2454
36 3, 0.2465
38 9, 0.2562
36 2, 0.2422
38 8, 0.2445
38 7, 0.2446
24 50, 0.25
36 1, 0.2461
22 50, 0.2504
24 21, 0.2498
24 20, 0.2504
22 45, 0.2606
24 15, 0.2491
22 44, 0.2536
24 16, 0.2524
24 13, 0.2548
22 47, 0.2486
24 14, 0.2501
22 46, 0.2535
22 49, 0.2517
24 19, 0.2536
22 48, 0.2559
24 17, 0.2543
24 18, 0.2548
24 30, 0.253
24 32, 0.25
24 31, 0.2446
24 25, 0.2529
24 26, 0.2541
24 27, 0.2534
24 28, 0.2559
24 29, 0.2514
2 6, 0.2506
2 7, 0.2465
22 30, 0.2529
22 31, 0.2552
38 50, 0.2497
2 8, 0.246
2 9, 0.2535
22 32, 0.2515
2 1, 0.2525
2 4, 0.2476
2 5, 0.247
38 49, 0.2537
22 27, 0.2596
22 26, 0.2527
22 29, 0.2541
22 28, 0.2596
22 23, 0.2544
22 25, 0.2561
22 24, 0.258
24 10, 0.2441
22 20, 0.2559
22 21, 0.2524
38 40, 0.2528
24 12, 0.2543
24 11, 0.248
38 47, 0.2476
38 48, 0.2517
38 45, 0.2585
38 46, 0.249
38 43, 0.2491
38 44, 0.2506
38 41, 0.2514
38 42, 0.2541
22 19, 0.2581
22 18, 0.2575
22 17, 0.2566
22 16, 0.2571
22 15, 0.253
22 14, 0.2537
22 13, 0.2658
22 12, 0.259
22 11, 0.255
2 32, 0.2472
2 31, 0.2466
2 30, 0.2498
2 45, 0.252
13 44, 0.2515
13 45, 0.2589
2 44, 0.2505
2 48, 0.2526
2 49, 0.2519
2 46, 0.2453
2 47, 0.2467
44 10, 0.239
2 50, 0.2442
13 50, 0.253
13 47, 0.2486
13 46, 0.2528
13 49, 0.2533
13 48, 0.2555
30 31, 0.2479
30 32, 0.2484
30 50, 0.2456
30 48, 0.2473
30 47, 0.2485
30 46, 0.2497
30 45, 0.2498
30 44, 0.2495
30 49, 0.2509
33 21, 0.2495
33 20, 0.2528
12 44, 0.2438
9 8, 0.2468
7 4, 0.2446
7 5, 0.24
7 6, 0.2414
7 8, 0.2468
7 9, 0.2462
33 19, 0.2525
33 13, 0.2543
33 14, 0.2516
33 11, 0.245
33 12, 0.2515
33 17, 0.2461
33 18, 0.2513
33 15, 0.2476
33 16, 0.2493
45 47, 0.2474
12 50, 0.2459
5 4, 0.2491
45 46, 0.2521
5 9, 0.248
33 10, 0.2498
5 8, 0.2435
3 4, 0.246
3 2, 0.253
3 1, 0.2495
3 8, 0.2507
8 48, 0.2475
12 47, 0.2433
12 48, 0.2577
8 49, 0.2494
45 50, 0.2503
3 7, 0.2446
12 45, 0.2577
3 6, 0.2481
12 46, 0.2509
3 5, 0.2394
8 44, 0.2414
8 45, 0.254
8 46, 0.2445
12 49, 0.2526
3 9, 0.2491
8 47, 0.2369
12 20, 0.2578
8 19, 0.2511
12 21, 0.2533
19 50, 0.2507
8 10, 0.2362
8 13, 0.2472
8 14, 0.2468
8 11, 0.2437
8 12, 0.2512
8 17, 0.2482
8 18, 0.2451
8 15, 0.2447
8 16, 0.2471
23 9, 0.2463
23 7, 0.2437
23 8, 0.2486
23 5, 0.2424
23 6, 0.2488
23 3, 0.2454
23 4, 0.2409
23 1, 0.2522
23 2, 0.246
8 20, 0.2432
8 21, 0.2493
32 50, 0.242
38 16, 0.2536
38 17, 0.2503
38 18, 0.2536
38 19, 0.2563
38 24, 0.2552
38 23, 0.245
38 26, 0.2559
38 25, 0.2505
38 20, 0.251
38 22, 0.2588
38 21, 0.2551
32 45, 0.2473
32 46, 0.2452
32 44, 0.2416
32 49, 0.2458
32 47, 0.2415
32 48, 0.2466
12 10, 0.243
38 29, 0.2491
38 27, 0.2542
38 28, 0.2562
19 48, 0.2536
19 49, 0.2511
1 6, 0.248
19 44, 0.253
45 10, 0.2521
19 45, 0.2578
38 32, 0.2474
1 5, 0.2459
38 31, 0.2507
19 46, 0.2511
1 4, 0.2511
38 30, 0.2536
19 47, 0.2485
1 9, 0.2514
1 8, 0.2442
1 7, 0.2468
32 31, 0.2416
19 13, 0.2605
19 14, 0.2511
19 11, 0.2457
45 44, 0.2568
19 12, 0.2528
19 17, 0.2502
19 18, 0.2504
19 15, 0.2506
19 16, 0.2571
8 50, 0.2443
19 10, 0.2538
32 21, 0.248
32 20, 0.246
32 9, 0.2463
32 8, 0.2457
32 4, 0.2462
38 11, 0.248
38 10, 0.2499
32 18, 0.2449
38 15, 0.2499
32 19, 0.2475
38 14, 0.2584
38 13, 0.2575
38 12, 0.2547
32 14, 0.2458
32 15, 0.2391
32 16, 0.2441
32 17, 0.244
32 10, 0.2444
32 11, 0.2479
19 20, 0.2521
32 12, 0.2483
32 13, 0.2466
19 21, 0.2491
40 5, 0.2404
40 4, 0.2488
40 7, 0.2361
40 6, 0.2531
40 9, 0.2471
40 8, 0.2446
26 10, 0.2471
26 13, 0.2532
40 1, 0.2514
26 14, 0.2524
26 11, 0.2519
40 2, 0.2432
40 3, 0.2443
26 12, 0.2488
23 49, 0.2478
23 46, 0.2454
23 45, 0.249
23 48, 0.2505
23 47, 0.2389
23 50, 0.246
15 49, 0.25
15 48, 0.2511
23 44, 0.2471
15 50, 0.242
49 50, 0.2461
21 20, 0.2501
23 24, 0.2492
23 26, 0.2454
23 25, 0.2505
23 28, 0.2463
23 27, 0.2508
23 29, 0.2486
23 30, 0.2453
23 31, 0.2403
23 32, 0.2418
21 10, 0.2483
23 18, 0.2493
27 21, 0.2549
23 19, 0.2466
27 20, 0.2512
23 16, 0.2452
23 17, 0.2476
23 14, 0.2456
23 15, 0.2462
23 12, 0.2474
23 13, 0.2501
26 48, 0.2495
5 49, 0.2464
26 49, 0.257
5 44, 0.2419
5 48, 0.2472
5 47, 0.2452
28 1, 0.2527
5 46, 0.2453
5 45, 0.2506
28 3, 0.2541
27 18, 0.2588
27 19, 0.2611
28 2, 0.2512
23 21, 0.2514
27 16, 0.2541
23 20, 0.2444
28 5, 0.2437
27 17, 0.2547
28 4, 0.2531
28 7, 0.2457
26 50, 0.2506
28 6, 0.2516
28 9, 0.2519
28 8, 0.2483
24 1, 0.2539
27 11, 0.257
27 10, 0.2486
27 13, 0.2641
24 4, 0.2499
27 12, 0.2518
24 5, 0.241
27 15, 0.2512
24 2, 0.2584
24 3, 0.2511
27 14, 0.2516
24 8, 0.2497
24 9, 0.2514
24 6, 0.2531
24 7, 0.2428
26 7, 0.2419
26 6, 0.2479
26 5, 0.2422
26 4, 0.2495
26 45, 0.2545
26 44, 0.2483
26 9, 0.2501
26 47, 0.2467
26 8, 0.2468
26 46, 0.2444
23 11, 0.2503
23 10, 0.2455
26 3, 0.246
26 2, 0.255
26 1, 0.2474
5 50, 0.2476
26 28, 0.255
26 29, 0.2461
26 27, 0.2536
34 3, 0.2526
34 4, 0.2527
34 5, 0.2523
34 6, 0.2577
26 32, 0.2477
26 31, 0.2474
5 21, 0.2444
34 1, 0.2589
26 30, 0.2498
5 20, 0.244
34 2, 0.2534
34 7, 0.2452
34 8, 0.2475
34 9, 0.2562
30 9, 0.2477
30 8, 0.2458
30 6, 0.2497
30 5, 0.2473
30 4, 0.2477
26 19, 0.2536
26 15, 0.2501
26 16, 0.2492
26 17, 0.2473
26 18, 0.2509
5 31, 0.2397
26 21, 0.2486
5 32, 0.2415
26 20, 0.2536
Frequent 2-itemsets
